timestamp,free_rate,throughput,fragment_rate,avg_waiting_time,avg_completion_time,avg_migration_times,unused_node_num,num task in wl
2139,0.996,0.0,0.0,0.0,0.0,0.0,498,0
12139,0.016,0.0,0.0,4976.1,0.0,0.0,8,0
22139,0.016,7.805230588554135,0.0,5203.083333333333,15281.0,0.0,8,0
32139,0.148,8.064967796135535,0.0,5341.888888888889,16796.0,0.0,74,4
42139,0.008,10.251785756662477,0.0,6692.25,23870.4,0.0,4,13
52139,0.076,11.599762174188228,0.0,10853.3125,24392.28571428572,0.0,38,4
62139,0.104,19.466035822913145,0.0,11558.857142857143,23735.571428571428,0.0,52,4
72139,0.104,16.76762916037095,0.0,12511.238095238095,23735.571428571428,0.0,52,4
82139,0.104,14.726256711184696,0.0,13463.619047619048,23735.571428571428,0.0,52,4
92139,0.136,20.629700778172108,0.0,8700.392523364486,29828.5,0.0,68,69
102139,0.002,21.9935577986861,0.0,12476.63120567376,33257.807692307695,0.0,1,97
112139,0.00375,26.966532606853995,0.001753507014028,14681.28780487805,38283.74285714285,0.0,1,77
122139,0.011,72.15385749023653,0.001010101010101,15427.684410646389,29415.117647058825,0.0,5,89
132139,0.013,89.578398504605,0.0010121457489878,17339.351170568563,28750.4598540146,0.0,6,91
142139,0.021,103.94332308514905,0.0010204081632653,20129.15460526316,29222.45614035088,0.0,10,79
152139,0.005,104.49391674718514,0.001004016064257,22614.96732026144,30214.39673913044,0.0,2,71
162139,0.009,103.37796581945122,0.001008064516129,24860.214983713355,32264.3350515464,0.0,4,63
172139,0.007,101.8897518865568,0.0010060362173038,23496.52808988764,34219.4039408867,0.0,3,73
182139,0.02475,114.32147974898292,0.0007684426229508,23255.831265508685,32143.008298755187,0.0,12,86
192139,0.015,120.96242824205392,0.0010141987829614,23110.821826280622,31227.397769516727,0.0,7,103
202139,0.01275,127.80116652402556,0.0007591093117408,22445.834600760456,30892.234113712373,0.0,6,127
212139,0.00125,139.69708540155278,0.00125,24094.330291970804,29700.27113702624,0.0,0,128
222139,0.02725,140.79832897420084,0.0012833675564681,25982.0,29995.8591160221,0.0,13,119
232139,0.079,141.0603130021237,0.0010845986984815,27881.31272084806,30537.13192612137,0.0,39,114
242139,0.2455,138.8029189845502,0.0019841269841269,29850.763668430336,31831.09768637532,0.0,122,115
252139,0.0135,133.64057127219513,0.0015182186234817,31878.982363315696,32086.07948717949,0.0,6,110
262139,0.1675,133.48643277040043,0.0017985611510791,31670.849427168578,34162.392592592594,0.0,83,128
272139,0.133,136.83595515526991,0.0011520737327188,32697.955974842767,34874.805104408355,0.0,66,142
282139,0.00175,137.4981835194709,0.00175,33446.89104477612,36260.84855233853,0.0,0,163
292139,0.0265,138.11507535796315,0.0005133470225872,33961.051748251746,37528.26338329764,0.0,13,140
302139,0.0045,146.1261207589884,0.0005020080321285,32909.622641509435,37280.48140900196,0.0,2,163
312139,0.0025,152.51666725401185,0.000501002004008,33954.06796116505,36071.84210526316,0.0,1,161
322139,0.016,155.2919702364507,0.0,35657.71720818291,35393.96373056995,0.0,8,156
332139,0.029,156.07923188785418,0.0010288065843621,37415.33932853717,37698.05833333333,0.0,14,148
342139,0.013,154.8002420069036,0.0010121457489878,37673.46666666667,39790.74388254486,0.0,6,148
352139,0.0005,160.21855006119745,0.0005,36721.28707627119,40329.40428790199,0.0,0,175
362139,0.001,164.38328928947172,0.001,31822.597402597403,39459.567489114655,0.0,0,330
372139,0.001,177.37888262181605,0.001,27535.5592020592,39333.81020942408,0.0,0,640
382139,0.003,193.31185772716208,0.001002004008016,30674.337678460583,37445.42105263158,0.0,1,608
392139,0.0025,208.872874159418,0.000501002004008,33932.40365853658,37381.63924050633,0.0,1,471
402139,0.003,238.699554134267,0.001002004008016,36622.03090909091,37247.89378937894,0.0,1,324
412139,0.001,265.6113592744196,0.001,38509.71039903265,38477.17363851618,0.0,0,264
422139,0.007,269.9622636145914,0.0010060362173038,40086.81933534744,39250.08567096285,0.0,3,242
432139,0.02325,267.7138605865242,0.0012781186094069,41148.75179425837,40493.14040328604,0.0,11,239
442139,0.0175,265.5671632676602,0.0015243902439024,42098.49144542773,41439.708609271525,0.0,8,237
452139,0.005,265.0441567747971,0.001004016064257,42515.07825086306,42490.99206921413,0.0,2,237
462139,0.00325,266.03943835079923,0.00125250501002,42999.73172103487,42315.46521433591,0.0,1,245
472139,0.03125,266.9925593945851,0.0012886597938144,43552.48237885463,42367.44962302948,0.0,15,250
482139,0.00125,266.8309346474772,0.00125,44465.53373231774,41979.64069845534,0.0,0,252
492139,0.02925,265.0958367453098,0.0012860082304526,45792.333695652174,42287.2476821192,0.0,14,246
502139,0.02125,261.1930162763697,0.0012755102040816,47084.42671009772,42934.93346508564,0.0,10,241
512139,0.16525,257.9487209527101,0.0014952153110047,48369.65491047205,44443.55853499019,0.0,82,236
522139,0.12725,254.0013291479855,0.0014302059496567,49355.83180592992,45228.07035830619,0.0,63,242
532139,0.00325,251.01411473318063,0.00125250501002,50426.493297587134,45810.808538163,0.0,1,243
542139,0.17725,248.2964700934631,0.0015169902912621,51128.87294865008,46786.96084724005,0.0,88,232
552139,0.06125,247.39857173646493,0.0013297872340425,52229.061774023234,46436.74762808349,0.0,30,230
562139,0.22725,244.38083819126584,0.0016149870801033,53014.810570382,47018.06540880503,0.0,113,230
572139,0.23725,242.07264318635856,0.0016361256544502,54090.20354906054,47084.559575795385,0.0,118,234
582139,0.07925,238.2111488836859,0.0013557483731019,55311.497912317325,47160.98442367601,0.0,39,233
592139,0.00925,234.33416815984083,0.0012600806451612,56527.57306889353,47274.890410958906,0.0,4,227
602139,0.01725,231.30340336699663,0.001270325203252,57476.826403326406,47946.609801488834,0.0,8,222
612139,0.0155,230.9122601239261,0.0015212981744421,56125.91183754334,49781.28361858191,0.0,7,251
622139,0.0175,235.25546541849968,0.0015243902439024,56017.89763399324,49287.38842975206,0.0,8,266
632139,0.00725,238.50450612919,0.0012575452716297,54408.872718978106,49362.03610315186,0.0,3,312
642139,0.02475,244.34335868090864,0.0007684426229508,54498.92844444444,48704.06057268722,0.0,12,329
652139,0.00525,245.4985823574422,0.0012550200803212,54954.38588850174,48502.05180787912,0.0,2,344
662139,0.0235,245.83599516113688,0.0015337423312883,56278.05859375,48682.57696390658,0.0,11,337
672139,0.0135,243.84956087952045,0.0015182186234817,57692.90849956635,49250.88508170796,0.0,6,329
682139,0.0015,241.1614055199893,0.0015,59049.773495019486,49538.58193277311,0.0,0,326
692139,0.0155,238.92541816022504,0.0015212981744421,59291.915994908784,50636.0987460815,0.0,7,347
702139,0.00925,238.7219624604245,0.0012600806451612,59103.9099136158,50480.13865979381,0.0,4,376
712139,0.013,240.70806401559247,0.0010121457489878,58931.81731152773,49984.70816532258,0.0,6,407
722139,0.01675,243.59631594471423,0.0007621951219512,58965.61618900077,49856.574656188604,0.0,8,423
732139,0.0055,247.3497518913758,0.0015060240963855,58457.09266840343,49005.53530534351,0.0,2,462
742139,0.0195,251.93339792141364,0.0015274949083503,59316.804761904765,48878.61414048059,0.0,9,470
752139,0.0255,252.1448827942708,0.0015368852459016,60765.76048122493,49064.56309794989,0.0,12,465
762139,0.0115,251.1038012750955,0.0015151515151515,62260.005087209305,50520.06862302483,0.0,5,454
772139,0.0255,250.0896859244256,0.0015368852459016,63844.32558983666,52299.534675615214,0.0,12,444
782139,0.0145,248.2177720328484,0.0005070993914807,62855.04622871046,53580.7160658656,0.0,7,485
792139,0.011,252.2829957873555,0.001010101010101,63222.808633582594,52474.05015131863,0.0,5,505
802139,0.003,254.3080438677087,0.001002004008016,62597.47664162039,51918.95086827615,0.0,1,547
812139,0.00225,259.26202288031976,0.00225,57141.82915586286,50975.54370127206,0.0,0,855
822139,0.00225,266.5125970182657,0.00225,56430.10467946984,49646.69913249211,0.0,0,998
832139,0.00225,272.031475510702,0.00225,58688.823229613736,48952.36603053435,0.0,0,948
842139,0.00225,277.31669000010686,0.00225,61126.09236947791,48575.00258971513,0.0,0,866
852139,0.00425,283.1876020226747,0.002254509018036,63302.85336538462,48489.29323308271,0.0,1,778
862139,0.00425,289.5236151015091,0.002254509018036,64709.59170190275,48458.86465905158,0.0,1,717
872139,0.0065,296.9031312669197,0.0025100401606425,65264.15404497286,49008.66966966967,0.0,2,711
882139,0.00625,301.0790816413286,0.0022590361445783,65974.7766497462,48856.73259596617,0.0,2,706
892139,0.01625,304.58034005911634,0.0022819472616632,66224.97772277228,48444.53418124007,0.0,7,737
902139,0.0025,308.09974959512897,0.0025,66637.31727976767,47840.194280385454,0.0,0,764
912139,0.0145,309.8369875643954,0.0025303643724696,68015.7595484026,47645.91653928462,0.0,6,762
922139,0.0025,309.6626430505596,0.0025,69548.23810662204,47991.87745839637,0.0,0,750
932139,0.0065,309.39934923868645,0.0025100401606425,71202.73974236641,48320.62432594368,0.0,2,735
942139,0.0125,308.8665260646253,0.0025252525252525,72810.13687217329,48665.69328978622,0.0,5,717
952139,0.0105,307.5282075411258,0.0025201612903225,73131.6451914099,48784.00855709649,0.0,4,746
